index,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,Amount,IsFraud
212572,-6.23844609610243,-6.83865422842483,-1.03532646399037,-2.46562868703196,1.83245858551849,-0.883109281364609,0.766410263886542,0.933971348775764,0.918587122783979,-3.085118111968,0.846500040195194,0.916889049531728,-1.08890355397026,1.46819385937508,1.3231011827638,-0.451654921044427,-0.13121055678046,-0.347543186911413,816.75,0
61892,-0.413082291376761,0.122752628430009,1.20578209765668,-0.819886239733917,-0.140010266231261,-0.894105618719559,0.539705473891955,-0.20352693063878,-1.95851914633432,0.275810596116193,0.341815909136772,-0.367295571186485,0.637518506865699,0.0039252140687312,0.760848107624613,0.0596092400333753,1.02007468825848,-2.24576196447254,61.76,0
9895,-7.88393613405726,4.27883344287778,-3.23972726042421,-2.99772908705192,0.432368025956746,4.25191123939463,-2.33397631979765,-4.47732525230677,5.00562021899823,4.72441374351575,0.943878263810489,-2.09212131100957,1.46261334824172,0.591717922276695,0.333536583910682,0.837479278034662,-0.286612990405546,0.444774532278538,50.0,0
261463,-1.98091496504203,-0.0088571040510855,1.63204247735264,-0.339825902638939,-0.545738739243738,0.851385908035652,0.765005204586511,0.204292754390481,1.18387318230268,-0.432380760449795,-2.01751748721677,-0.0347529486041598,0.0652004964308346,-1.05593830451221,-0.892730041333966,0.0838928238033205,-0.36502936354726,-0.168849041421981,214.88,0
82019,1.20154961520826,-0.10454109016314,0.673090009530682,0.963769883907137,-0.0865439847669147,1.08070104141933,-0.641072181155311,0.300103694733401,0.93434392571891,-0.255055101858876,-1.76580680266687,0.277740727371071,0.583463384149072,-0.478977392203963,0.497574703913333,0.179085434126522,-0.497092361469437,-0.0936641140871089,12.99,0
134990,1.09893278610577,-1.72299748783866,-0.518096772395518,-1.25944194392175,-0.944178108748212,-0.0049839910368181,-0.449915485511219,-0.196899562846323,-1.83057422610897,1.22973639909142,-1.19550362516754,-0.805743337956239,0.773108264963204,-0.383079420759852,-0.0753188238323176,-1.0113984598434,0.840315203935097,-0.484809191285029,245.8,0
28809,-1.06866179685523,0.0409242783821064,1.81448440895307,1.3386485642468,0.264546958013431,0.617232347578732,1.24271304516986,-0.0635192277074118,-0.843442358049779,-0.206190169381182,1.32143838793442,1.06371122306228,0.50893520810803,-0.0861057281445623,-0.41151747727775,-1.10787623839918,0.277682454407139,-0.21033232192001,205.0,0
230345,-0.495492882121096,1.32425861659911,-0.881928402522537,-1.21990663441926,0.8369023733401,-1.57378713246723,1.50599400523506,-0.258513809106208,-0.048438320812244,0.354580806106317,0.647378308696877,-0.227674167674802,-1.97979206219924,1.10226599596957,-0.685024584925579,-0.467132464715971,-0.541967106991951,0.243065073706238,0.77,0
170183,1.5645195064462,-1.5821260993599,-1.6322006585424,-0.239856899416491,-0.267625776189881,0.479232351883769,-0.251190533536194,0.0648748495349998,-0.1885474165802,0.558959338677809,-0.605233111233765,-0.206989914990209,-0.559013750623183,0.51987927064392,1.31388762141171,-2.63190144106419,0.731761280759309,0.0971022873059383,250.5,0
84864,-2.57319227854608,2.21805690793883,0.626278305780029,-1.90208806384326,0.37294606942707,0.0838757622613998,-0.0542297055723571,-4.66897572395597,1.57908295958244,1.66055076919125,-0.935183788102548,-0.430202714151771,-0.351945515801592,-0.806449827062201,0.565835778980035,0.357929754411308,-0.977833836925947,-0.213529857135708,0.77,0
1025,-0.668959166464436,1.24735858040581,0.871029506372992,-0.392539265715494,0.421537309885912,-0.173299497401732,0.719178217040278,-0.0052684218257249,0.110426876571459,0.516778911326988,0.645740657161342,-0.385795200492638,-1.03671084943535,-0.396892756520951,0.447762034682525,0.764519374529535,-0.610853395697658,0.725838625977296,8.94,0
195919,2.28271181059547,-0.662158651467814,-1.8543261532954,-1.36605304574181,0.326071115879335,-0.002244530988398,-0.451457446544617,-0.151488951545385,-0.879530027786115,1.01264569628913,0.346386183340937,0.217257856840433,1.27459751912032,-0.0399364273475381,-0.315027558684183,1.30043529107409,-0.501221940066262,-0.644770722506913,1.0,0
206069,1.87143036956412,-0.369909935428396,-0.904751778379755,0.436752599663054,-0.2883749563013,-0.0496889428847507,-0.667448661745683,0.162526967713733,0.857628497082367,-0.300537630169996,1.16652818468634,0.707063159190967,-0.0437907496181883,-1.15896091058539,0.0660699940294337,0.913419342506962,0.166881685942936,1.06679504936013,47.14,0
198539,1.96801551837847,-0.0168228349667342,-1.80531343064288,0.580333398555776,0.352235352846405,-0.441115711837783,-0.0973358957038028,0.0030862721323863,0.620678682210914,-0.509091374875485,1.0968744558553,0.526883679844807,-0.721357810636379,-1.41340638181303,-0.982579152997749,0.294492565697305,1.05972987028329,0.669021008520373,14.99,0
137006,-0.18226847776794,0.491129536855328,1.77435592701965,-0.215985189945189,-0.639719901551264,-0.891058596211857,0.578743428606832,-0.41714134173243,1.00859994989673,-0.801066187405512,-0.0198091796601524,0.725219682718523,0.0726070397464887,-0.315995228456497,0.905606121827022,-2.16919345091775,0.950535745703768,-0.105648213715321,12.95,0
255977,-0.302144045131202,0.862200610216594,-0.68604114222577,-0.50775124426908,0.261455142964688,-0.752986946559421,0.399870488794069,0.480919739591018,0.0129572670067249,-0.264038628194874,-0.17499680985748,-0.824286755177057,-2.80190688261469,1.4895262468055,0.107633133491616,0.0668895902575913,-0.480838190751595,1.08783145035464,9.99,0
169205,0.073873377943101,0.805108981338911,-0.10748635347886,-0.942803913296457,0.98203266395318,-0.21324476626097,0.900306438465332,-0.0071613939589771,-0.266420294498891,-0.246384734444399,-0.103361785482207,0.603994791588087,0.318452195022918,0.205021196947575,-1.05275722532767,0.390340712900759,-1.04219911618801,0.0530708209781361,2.68,0
47170,-1.7135965789895,-0.666327702907486,1.40625796117128,0.387817001353763,1.19003566769855,-0.110574049251444,0.553064998428168,0.318670144853916,-0.400948663886246,-0.73332838811331,0.474881384922833,0.46055838189928,-0.974809902021578,0.300005582434225,-1.35137009967953,-0.190292433510985,-0.346096896596746,-0.114319478010094,158.0,0
120613,1.06339414872626,-0.579401114604291,1.08797921750342,0.0514126261751998,-0.842597737710134,0.85956813422643,-0.945016932934838,0.514321522851068,1.03978945459684,-0.355984457117214,1.24227293027243,1.07873394154113,-0.829411038503899,-0.163920982046519,-0.422111484381454,-0.482432267600472,0.496783184221518,-0.965742064766658,17.33,0
262631,-0.895333646274969,-0.196466369390089,-1.0749734184816,-0.0326411485575577,1.65805570162121,-0.952075501512555,0.666467066038487,-0.199991441336572,-0.0217585215662476,-0.0599222266417211,1.19652626783542,0.943429486312051,0.579986750447944,-0.973007066594386,-0.832552024457458,0.171625118294337,0.177863148251804,0.184159833600603,5.36,0
126515,-1.15536505533822,0.660674751924832,2.08038538479084,-1.95052024991054,-0.730097281971846,-0.49151354769708,-0.146080083862314,0.586322885984636,0.577087099639119,-1.95166398417189,1.04529719487275,1.74463405632381,0.707909423651135,0.0353242423133133,-0.160066426904184,-0.0097985827649265,-0.501834880927288,0.701046472753079,1.0,0
138455,1.31085331066948,0.41511806287655,-0.0189025895668479,0.488534299362877,0.142152596804845,-0.570124905087124,0.159242601716755,-0.224402594554164,-0.101435813034526,-0.319672784226722,-0.600224468373297,0.631123313312857,1.63636273595283,-0.588368580738239,1.01615002374124,0.663639947276191,-0.381763945176613,-0.180760193328278,4.49,0
41243,1.34193804977958,-0.555720363178532,0.623924733426011,-0.524729753069988,-1.11277598136183,-0.609307303647353,-0.625078355327841,-0.0583294586869239,-0.778071339771057,0.649136290877564,1.35827250663754,0.639617680932642,0.328357532079968,-0.339896239256551,-1.2502712623775,0.693291800009758,0.480630084508212,-1.39187876879842,7.0,0
