index,Time,V3,V7,V10,V12,V14,V16,V18,Amount,IsFraud
108785,71073.0,1.94923502659583,-0.125883779539166,-0.788984172581363,-0.33944396326283,0.045725409909635,0.283181029788558,0.709493338456328,55.29,0
48361,43607.0,-0.095518471489871,-1.1915020802253,0.445892376640398,0.131478997864883,-0.574543656752157,0.358217934067848,0.140115091567968,0.0,0
277514,167690.0,-1.91164939210447,0.0336246856038527,-1.38357300704606,0.108089820934578,0.0935826499606513,0.413672918566895,0.718722224988341,55.47,0
11581,19909.0,0.633726997288944,-0.705656690161261,0.146599775483434,-3.27256514982443,1.12781657090153,0.584584508870424,-1.39744076758788,5.0,0
50695,44605.0,1.55453031480394,-0.0495154707098376,0.126224915571518,0.999763502584338,0.263735224128427,-1.10334477119074,-0.217487055050384,36.5,0
173775,121635.0,-2.18299605141771,0.234053477823608,-0.491351876793958,-0.0774207326837404,-0.841253749487214,0.437057594161422,0.748557132490358,14.14,0
255223,157121.0,-3.34706074795451,0.839629193318357,0.244830507627378,1.29415220887355,1.76390270006293,0.0831081629916511,0.729684391997738,150.0,0
144241,85963.0,0.162280088151016,0.0466356799382243,-0.225317415016023,0.513851960554684,-0.229226126801098,-0.0619208813574483,-0.50641599060462,40.68,0
263777,161111.0,-1.27965883086641,0.0957033599721126,0.0448910083303422,-0.434876104923125,0.744412070014809,-0.17189841287619,0.0620329664212197,1.0,0
186831,127272.0,0.0937028666945304,0.595420683505442,-0.923749753454719,0.83318853765283,-0.58335816942423,0.355967477330294,0.285398392995914,5.25,0
223068,143234.0,-0.708526319727384,0.18967025371307,0.0641060496478524,0.670634213886079,0.365807432396298,-0.413295872716382,-1.2266871861489,9.99,0
219860,141914.0,-1.07029775446336,0.152454736118899,0.0723530783102736,0.329530059479577,0.329160063437297,-0.152525021110285,-0.928987305638244,0.89,0
113726,73180.0,0.161090766836991,0.806990791016154,-0.897538408209473,-0.499402207571168,-1.04033583182363,0.599423842978609,0.883960346062004,0.76,0
187890,127730.0,-1.35280916475794,0.643319523156971,0.107005300970696,0.459085724157546,0.370634167438025,-0.163229883371169,0.153041905832859,7.02,0
56994,47705.0,2.05939265372703,0.551511169752161,-0.809198174012569,0.368752397283149,0.0692081319782028,0.973594172280932,0.59039600325652,47.85,0
246608,153245.0,-1.3533211022833,-0.934722363444513,0.087831052195192,-1.1942083320558,-2.05830892508029,1.82806447075673,-0.262426674497964,19.95,0
270277,163999.0,0.121956826787082,0.830912663620107,-0.223515344173723,0.19067768707757,0.486281812305776,0.207647348349778,-0.0904962050379098,5.35,0
252385,155782.0,0.0871503159722702,0.670452095027598,-0.12065709238598,0.29378961097574,0.339715000701946,-0.627632172996043,-1.2954667214434,8.99,0
241881,151234.0,-0.630597237235435,-0.910951790318235,0.207656724591477,0.110593913909666,0.139875795050903,0.786203494881103,0.89044572942265,11.5,0
233373,147541.0,-2.03408048863,-0.201821733950479,-0.324955151468213,0.527017741385819,-0.454928967425981,-0.167779145344441,-0.89178718561048,9.99,0
207700,136800.0,0.500607694724222,-0.201998854436171,-0.499306582943739,1.19998279662211,-0.0531801775849168,-0.953996786622319,-0.160285851997172,80.04,0
5167,4917.0,1.4119720353319,-0.451810657605138,-0.517107139943383,-1.55345220189832,1.23023170598609,0.425003647109324,-0.0274790596438125,31.97,0
68152,52857.0,0.512793195230662,-2.40426742329568,-0.276706821752742,0.722898039739857,1.28960564344206,0.0271751264201965,-0.233118815859919,2.28,0
18721,29718.0,0.0747534227028108,0.334629096922109,-0.141170775515064,0.23563086787942,0.441425598115859,0.122100147456259,-0.998916677142628,22.98,0
40298,40180.0,2.18430929982587,-0.336980944663991,0.253888503612085,-0.337284471747402,-0.425490596851615,0.368109546688762,-1.98614681879992,28.0,0
189797,128563.0,0.700718550243685,2.4792959567456,0.900349493815925,-1.03962604126249,-2.25495141960253,-0.567865928863738,0.523440854753004,46.5,0
263578,161019.0,-1.31559764300666,-0.219007603741536,0.802323904667573,0.615037946900423,0.231376138830496,-1.14400543975309,1.51057075012898,463.59,0
81767,59079.0,1.53189378576129,0.579362350999256,0.143830333503593,-0.326326884333357,0.205370655616684,0.111034763011375,-0.391905565606031,8.98,0
243475,151946.0,-1.34315315532686,-0.626673355660338,0.491603400792549,-0.177634826496502,0.0849787825255506,0.547245281875872,-2.24890447142797,501.96,0
228564,145567.0,0.903929538815287,0.521196190192316,-0.616753591874767,0.708993115245516,-0.0680566275254137,0.730340717002488,0.268466935334495,110.0,0
45086,42203.0,1.87271169195902,-2.04347416290297,1.6665397684689,0.173246808014315,-0.475242540399745,-0.251553681625712,-1.56160520410731,60.0,0
93869,64621.0,-0.380610851838536,0.269613662288702,2.59933787697461,0.740995333893464,-0.851352999165906,0.616627802093842,0.403791171770082,8.93,0
5640,5854.0,0.81470434021792,-0.701290968175007,-0.638965659254253,-2.0456876243265,0.888683945540441,0.134586259199769,0.13887073242467,19.9,0
128693,78803.0,1.23002736762943,0.511471079498196,-0.502753594512165,-0.943986064568762,-0.0454352784132359,0.173651431699217,-0.368715010215437,2.69,0
137185,82054.0,1.38326437888568,0.771476994140783,-0.307971580288708,0.603192158586833,0.0296728363005559,0.0814441914545915,0.012685700675883,119.99,0
34523,37706.0,1.37682364301935,1.161550451659,-0.613598789736795,-0.701885926356016,0.414615176027334,0.108750351696475,-0.263511028062758,144.0,0
52956,45739.0,0.445027203631811,0.889894684515368,-0.0747896613617378,-0.522263946168671,-0.101294294706029,0.340753202077899,0.316429360093107,3.33,0
129225,79000.0,1.8140483347378,-0.53963752148826,1.14494798937697,-0.486734633265417,-0.996671814347897,1.13639130829551,0.512426286879375,7.15,0
198497,132514.0,-0.720779803215045,-0.79060142147131,1.15661949658542,-1.01469658827757,-0.554535828109273,0.511848329337135,0.990896464401423,915.9,0
206889,136425.0,-1.08397093288665,-0.128895046736172,0.0944961029837561,-0.727943735177778,0.452671730031714,-0.378224497012313,-0.32452543318557,17.23,0
166230,117940.0,-1.2196575671547,0.0216330182325945,0.252570362823168,0.569293706120104,0.637583733507564,0.172048635331846,-0.244221241188877,17.99,0
86483,61255.0,-0.858945972966143,-1.06366572135629,0.667469830509726,-0.120441973865301,-0.0907900278576405,-1.10177634466434,1.89811578300053,198.0,0
240661,150698.0,-0.306465397177944,0.886878855445346,-0.465727678380271,-0.0086611110671769,-0.844219448429227,0.238603797973928,1.43080275710698,29.1,0
242346,151455.0,0.128262890221959,-0.0242160157068263,-0.812680616795929,0.622067975696098,-1.4825199911474,0.678653312736532,0.281668239433807,3.78,0
108149,70786.0,0.623313094625896,-0.409175104059381,-0.0727159269797708,0.65756340288719,0.0722917071515002,0.446245664031484,0.583395302509707,288.0,0
113498,73087.0,-0.0567176547668818,0.278406353199824,-0.0104317837175198,0.716554565627122,0.865598800973576,-0.0850563258439246,-0.917124447002814,82.0,0
232618,147239.0,-1.07057612491916,0.287079733359863,-0.499334422437227,0.403306251704493,-0.878476494297129,0.952201992582645,1.03114196698303,2.36,0
270254,163990.0,-0.10608914171519,0.910285745578309,-0.245430852932025,-0.0605830065730853,0.19350213863064,-0.357599440862683,-0.34766033006749,0.99,0
13775,24429.0,-0.0614074633905216,0.610397343104251,-0.380883535209462,-2.02353246637006,1.91903335825928,-0.256588708570799,-0.138442051522545,89.99,0
103556,68710.0,0.807874032417015,-0.974707600858924,0.716618916772189,0.395194883244122,-0.421143466858669,1.74192927061408,-0.338374162409177,89.99,0
174169,121804.0,-1.74679467431876,-1.27016664701589,0.0650755465446207,0.309168996506988,0.0131859990750602,0.293022098889696,-0.0271051057953803,0.76,0
145843,87223.0,-1.10560145365995,-0.33973691881635,-0.344705347910091,1.29753591197928,0.29535860962324,-0.294644008941581,-0.222631218068233,378.63,0
195754,131208.0,-0.784084405370062,-0.125171276094624,1.44655879803137,-1.65805065408337,0.529870958370632,0.582782872491245,-0.197111915144631,7.56,0
225355,144214.0,-1.42988458974056,1.39119247300569,-0.164712676897911,0.32213241177858,1.16578261074442,-1.3940407495297,-0.815313528625787,393.06,0
126823,78116.0,-0.284473532076052,-2.13802077401219,-0.780114334747449,0.855348788466702,-0.180060694864231,-0.0054092577864463,0.49523062412987,13.51,0
